HomeTeam,AwayTeam,Year,HomeGoals,AwayGoals,TotalGoals,HomeFifaRank,HomeFifaPoints,HomeGoalsScoredLast4Y,HomeGoalsReceivedLast4Y,HomeWinsLast4Y,HomeLossesLast4Y,HomeDrawsLast4Y,HomeIsHost,HomeSquadMarketValueEur,HomeSquadAvgAge,HomeWorldCupTitlesBefore,AwayFifaRank,AwayFifaPoints,AwayGoalsScoredLast4Y,AwayGoalsReceivedLast4Y,AwayWinsLast4Y,AwayLossesLast4Y,AwayDrawsLast4Y,AwayIsHost,AwaySquadMarketValueEur,AwaySquadAvgAge,AwayWorldCupTitlesBefore,SameContinent,DiffFifaRank,DiffFifaPoints,DiffGoalsScoredLast4Y,DiffGoalsReceivedLast4Y,DiffWinsLast4Y,DiffLossesLast4Y,DiffDrawsLast4Y,DiffSquadMarketValueEur,DiffSquadAvgAge,DiffWorldCupTitlesBefore,DiffIsHost
Uruguay,Netherlands,2010,2,3,5,16.0,899.0,71.0,47.0,19.0,11.0,13.0,0.0,419200000.0,26.6,2.0,4.0,1231.0,95.0,31.0,33.0,5.0,10.0,0.0,808000000.0,26.7,0.0,0.0,12.0,-332.0,-24.0,16.0,-14.0,6.0,3.0,-388800000.0,-0.09999999999999787,2.0,0.0
Germany,Spain,2010,0,1,1,6.0,1082.0,119.0,36.0,34.0,7.0,8.0,0.0,828000000.0,26.7,3.0,2.0,1565.0,121.0,31.0,46.0,4.0,4.0,0.0,1150000000.0,27.2,0.0,1.0,4.0,-483.0,-2.0,5.0,-12.0,3.0,4.0,-322000000.0,-0.5,3.0,0.0
Uruguay,Germany,2010,2,3,5,16.0,899.0,71.0,47.0,19.0,11.0,13.0,0.0,419200000.0,26.6,2.0,6.0,1082.0,119.0,36.0,34.0,7.0,8.0,0.0,828000000.0,26.7,3.0,0.0,10.0,-183.0,-48.0,11.0,-15.0,4.0,5.0,-408800000.0,-0.09999999999999787,-1.0,0.0
Netherlands,Spain,2010,0,1,1,4.0,1231.0,95.0,31.0,33.0,5.0,10.0,0.0,808000000.0,26.7,0.0,2.0,1565.0,121.0,31.0,46.0,4.0,4.0,0.0,1150000000.0,27.2,0.0,1.0,2.0,-334.0,-26.0,0.0,-13.0,1.0,6.0,-342000000.0,-0.5,0.0,0.0
South Africa,Mexico,2010,1,1,2,83.0,392.0,80.0,54.0,31.0,22.0,17.0,1.0,46350000.0,26.3,0.0,17.0,895.0,133.0,67.0,42.0,19.0,10.0,0.0,142100000.0,25.7,0.0,0.0,66.0,-503.0,-53.0,-13.0,-11.0,3.0,7.0,-95750000.0,0.6000000000000014,0.0,1.0
Uruguay,France,2010,0,0,0,16.0,899.0,71.0,47.0,19.0,11.0,13.0,0.0,419200000.0,26.6,2.0,9.0,1044.0,67.0,37.0,26.0,11.0,11.0,0.0,1290000000.0,26.8,1.0,0.0,7.0,-145.0,4.0,10.0,-7.0,0.0,2.0,-870800000.0,-0.1999999999999993,1.0,0.0
South Africa,Uruguay,2010,0,3,3,83.0,392.0,80.0,54.0,31.0,22.0,17.0,1.0,46350000.0,26.3,0.0,16.0,899.0,71.0,47.0,19.0,11.0,13.0,0.0,419200000.0,26.6,2.0,0.0,67.0,-507.0,9.0,7.0,12.0,11.0,4.0,-372850000.0,-0.3000000000000007,-2.0,1.0
France,Mexico,2010,0,2,2,9.0,1044.0,67.0,37.0,26.0,11.0,11.0,0.0,1290000000.0,26.8,1.0,17.0,895.0,133.0,67.0,42.0,19.0,10.0,0.0,142100000.0,25.7,0.0,0.0,-8.0,149.0,-66.0,-30.0,-16.0,-8.0,1.0,1147900000.0,1.1000000000000014,1.0,0.0
Mexico,Uruguay,2010,0,1,1,17.0,895.0,133.0,67.0,42.0,19.0,10.0,0.0,142100000.0,25.7,0.0,16.0,899.0,71.0,47.0,19.0,11.0,13.0,0.0,419200000.0,26.6,2.0,0.0,1.0,-4.0,62.0,20.0,23.0,8.0,-3.0,-277100000.0,-0.9000000000000021,-2.0,0.0
France,South Africa,2010,1,2,3,9.0,1044.0,67.0,37.0,26.0,11.0,11.0,0.0,1290000000.0,26.8,1.0,83.0,392.0,80.0,54.0,31.0,22.0,17.0,1.0,46350000.0,26.3,0.0,0.0,-74.0,652.0,-13.0,-17.0,-5.0,-11.0,-6.0,1243650000.0,0.5,1.0,-1.0
South Korea,Greece,2010,2,0,2,47.0,632.0,81.0,43.0,26.0,11.0,18.0,0.0,118800000.0,27.6,0.0,13.0,964.0,63.0,49.0,21.0,14.0,8.0,0.0,254700000.0,26.4,0.0,0.0,34.0,-332.0,18.0,-6.0,5.0,-3.0,10.0,-135900000.0,1.2000000000000028,0.0,0.0
Argentina,Nigeria,2010,1,0,1,7.0,1076.0,84.0,50.0,29.0,12.0,8.0,0.0,575000000.0,27.9,2.0,21.0,883.0,58.0,29.0,24.0,8.0,12.0,0.0,281780000.0,27.5,0.0,0.0,-14.0,193.0,26.0,21.0,5.0,4.0,-4.0,293220000.0,0.3999999999999986,2.0,0.0
Argentina,South Korea,2010,4,1,5,7.0,1076.0,84.0,50.0,29.0,12.0,8.0,0.0,575000000.0,27.9,2.0,47.0,632.0,81.0,43.0,26.0,11.0,18.0,0.0,118800000.0,27.6,0.0,0.0,-40.0,444.0,3.0,7.0,3.0,1.0,-10.0,456200000.0,0.29999999999999716,2.0,0.0
Greece,Nigeria,2010,2,1,3,13.0,964.0,63.0,49.0,21.0,14.0,8.0,0.0,254700000.0,26.4,0.0,21.0,883.0,58.0,29.0,24.0,8.0,12.0,0.0,281780000.0,27.5,0.0,0.0,-8.0,81.0,5.0,20.0,-3.0,6.0,-4.0,-27080000.0,-1.1000000000000014,0.0,0.0
Nigeria,South Korea,2010,2,2,4,21.0,883.0,58.0,29.0,24.0,8.0,12.0,0.0,281780000.0,27.5,0.0,47.0,632.0,81.0,43.0,26.0,11.0,18.0,0.0,118800000.0,27.6,0.0,0.0,-26.0,251.0,-23.0,-14.0,-2.0,-3.0,-6.0,162980000.0,-0.10000000000000142,0.0,0.0
Greece,Argentina,2010,0,2,2,13.0,964.0,63.0,49.0,21.0,14.0,8.0,0.0,254700000.0,26.4,0.0,7.0,1076.0,84.0,50.0,29.0,12.0,8.0,0.0,575000000.0,27.9,2.0,0.0,6.0,-112.0,-21.0,-1.0,-8.0,2.0,0.0,-320300000.0,-1.5,-2.0,0.0
England,United States,2010,1,1,2,8.0,1068.0,93.0,32.0,27.0,9.0,6.0,0.0,1300000000.0,26.8,1.0,14.0,957.0,112.0,74.0,36.0,19.0,6.0,0.0,169700000.0,26.0,0.0,0.0,-6.0,111.0,-19.0,-42.0,-9.0,-10.0,0.0,1130300000.0,0.8000000000000007,1.0,0.0
Algeria,Slovenia,2010,0,1,1,30.0,821.0,43.0,46.0,18.0,14.0,7.0,0.0,229300000.0,26.5,0.0,25.0,860.0,47.0,40.0,14.0,16.0,6.0,0.0,150600000.0,27.7,0.0,0.0,5.0,-39.0,-4.0,6.0,4.0,-2.0,1.0,78700000.0,-1.1999999999999993,0.0,0.0
Slovenia,United States,2010,2,2,4,25.0,860.0,47.0,40.0,14.0,16.0,6.0,0.0,150600000.0,27.7,0.0,14.0,957.0,112.0,74.0,36.0,19.0,6.0,0.0,169700000.0,26.0,0.0,0.0,11.0,-97.0,-65.0,-34.0,-22.0,-3.0,0.0,-19100000.0,1.6999999999999993,0.0,0.0
England,Algeria,2010,0,0,0,8.0,1068.0,93.0,32.0,27.0,9.0,6.0,0.0,1300000000.0,26.8,1.0,30.0,821.0,43.0,46.0,18.0,14.0,7.0,0.0,229300000.0,26.5,0.0,0.0,-22.0,247.0,50.0,-14.0,9.0,-5.0,-1.0,1070700000.0,0.3000000000000007,1.0,0.0
Slovenia,England,2010,0,1,1,25.0,860.0,47.0,40.0,14.0,16.0,6.0,0.0,150600000.0,27.7,0.0,8.0,1068.0,93.0,32.0,27.0,9.0,6.0,0.0,1300000000.0,26.8,1.0,1.0,17.0,-208.0,-46.0,8.0,-13.0,7.0,0.0,-1149400000.0,0.8999999999999986,-1.0,0.0
United States,Algeria,2010,1,0,1,14.0,957.0,112.0,74.0,36.0,19.0,6.0,0.0,169700000.0,26.0,0.0,30.0,821.0,43.0,46.0,18.0,14.0,7.0,0.0,229300000.0,26.5,0.0,0.0,-16.0,136.0,69.0,28.0,18.0,5.0,-1.0,-59600000.0,-0.5,0.0,0.0
Serbia,Ghana,2010,0,1,1,15.0,947.0,77.0,41.0,23.0,11.0,11.0,0.0,266700000.0,26.7,0.0,32.0,800.0,73.0,52.0,26.0,15.0,9.0,0.0,164930000.0,25.1,0.0,0.0,-17.0,147.0,4.0,-11.0,-3.0,-4.0,2.0,101770000.0,1.5999999999999979,0.0,0.0
Germany,Australia,2010,4,0,4,6.0,1082.0,119.0,36.0,34.0,7.0,8.0,0.0,828000000.0,26.7,3.0,20.0,886.0,59.0,33.0,23.0,10.0,12.0,0.0,32850000.0,27.6,0.0,0.0,-14.0,196.0,60.0,3.0,11.0,-3.0,-4.0,795150000.0,-0.9000000000000021,3.0,0.0
Germany,Serbia,2010,0,1,1,6.0,1082.0,119.0,36.0,34.0,7.0,8.0,0.0,828000000.0,26.7,3.0,15.0,947.0,77.0,41.0,23.0,11.0,11.0,0.0,266700000.0,26.7,0.0,1.0,-9.0,135.0,42.0,-5.0,11.0,-4.0,-3.0,561300000.0,0.0,3.0,0.0
Ghana,Australia,2010,1,1,2,32.0,800.0,73.0,52.0,26.0,15.0,9.0,0.0,164930000.0,25.1,0.0,20.0,886.0,59.0,33.0,23.0,10.0,12.0,0.0,32850000.0,27.6,0.0,0.0,12.0,-86.0,14.0,19.0,3.0,5.0,-3.0,132080000.0,-2.5,0.0,0.0
Ghana,Germany,2010,0,1,1,32.0,800.0,73.0,52.0,26.0,15.0,9.0,0.0,164930000.0,25.1,0.0,6.0,1082.0,119.0,36.0,34.0,7.0,8.0,0.0,828000000.0,26.7,3.0,0.0,26.0,-282.0,-46.0,16.0,-8.0,8.0,1.0,-663070000.0,-1.5999999999999979,-3.0,0.0
Australia,Serbia,2010,2,1,3,20.0,886.0,59.0,33.0,23.0,10.0,12.0,0.0,32850000.0,27.6,0.0,15.0,947.0,77.0,41.0,23.0,11.0,11.0,0.0,266700000.0,26.7,0.0,0.0,5.0,-61.0,-18.0,-8.0,0.0,-1.0,1.0,-233850000.0,0.9000000000000021,0.0,0.0
Netherlands,Denmark,2010,2,0,2,4.0,1231.0,95.0,31.0,33.0,5.0,10.0,0.0,808000000.0,26.7,0.0,36.0,767.0,61.0,40.0,19.0,12.0,11.0,0.0,381600000.0,27.2,0.0,1.0,-32.0,464.0,34.0,-9.0,14.0,-7.0,-1.0,426400000.0,-0.5,0.0,0.0
Japan,Cameroon,2010,1,0,1,45.0,682.0,117.0,53.0,36.0,13.0,17.0,0.0,223500000.0,26.5,0.0,19.0,887.0,76.0,45.0,22.0,11.0,10.0,0.0,256030000.0,25.6,0.0,0.0,26.0,-205.0,41.0,8.0,14.0,2.0,7.0,-32530000.0,0.8999999999999986,0.0,0.0
Netherlands,Japan,2010,1,0,1,4.0,1231.0,95.0,31.0,33.0,5.0,10.0,0.0,808000000.0,26.7,0.0,45.0,682.0,117.0,53.0,36.0,13.0,17.0,0.0,223500000.0,26.5,0.0,0.0,-41.0,549.0,-22.0,-22.0,-3.0,-8.0,-7.0,584500000.0,0.1999999999999993,0.0,0.0
Cameroon,Denmark,2010,1,2,3,19.0,887.0,76.0,45.0,22.0,11.0,10.0,0.0,256030000.0,25.6,0.0,36.0,767.0,61.0,40.0,19.0,12.0,11.0,0.0,381600000.0,27.2,0.0,0.0,-17.0,120.0,15.0,5.0,3.0,-1.0,-1.0,-125570000.0,-1.5999999999999979,0.0,0.0
Denmark,Japan,2010,1,3,4,36.0,767.0,61.0,40.0,19.0,12.0,11.0,0.0,381600000.0,27.2,0.0,45.0,682.0,117.0,53.0,36.0,13.0,17.0,0.0,223500000.0,26.5,0.0,0.0,-9.0,85.0,-56.0,-13.0,-17.0,-1.0,-6.0,158100000.0,0.6999999999999993,0.0,0.0
Cameroon,Netherlands,2010,1,2,3,19.0,887.0,76.0,45.0,22.0,11.0,10.0,0.0,256030000.0,25.6,0.0,4.0,1231.0,95.0,31.0,33.0,5.0,10.0,0.0,808000000.0,26.7,0.0,0.0,15.0,-344.0,-19.0,14.0,-11.0,6.0,0.0,-551970000.0,-1.0999999999999979,0.0,0.0
Italy,Paraguay,2010,1,1,2,5.0,1184.0,69.0,45.0,24.0,9.0,14.0,0.0,827000000.0,27.3,4.0,31.0,820.0,52.0,54.0,17.0,18.0,14.0,0.0,123950000.0,28.4,0.0,0.0,-26.0,364.0,17.0,-9.0,7.0,-9.0,0.0,703050000.0,-1.0999999999999979,4.0,0.0
New Zealand,Slovakia,2010,1,1,2,78.0,410.0,28.0,40.0,8.0,11.0,4.0,0.0,16430000.0,27.8,0.0,34.0,777.0,82.0,64.0,18.0,19.0,6.0,0.0,130050000.0,28.6,0.0,0.0,44.0,-367.0,-54.0,-24.0,-10.0,-8.0,-2.0,-113620000.0,-0.8000000000000007,0.0,0.0
Slovakia,Paraguay,2010,0,2,2,34.0,777.0,82.0,64.0,18.0,19.0,6.0,0.0,130050000.0,28.6,0.0,31.0,820.0,52.0,54.0,17.0,18.0,14.0,0.0,123950000.0,28.4,0.0,0.0,3.0,-43.0,30.0,10.0,1.0,1.0,-8.0,6100000.0,0.20000000000000284,0.0,0.0
Italy,New Zealand,2010,1,1,2,5.0,1184.0,69.0,45.0,24.0,9.0,14.0,0.0,827000000.0,27.3,4.0,78.0,410.0,28.0,40.0,8.0,11.0,4.0,0.0,16430000.0,27.8,0.0,0.0,-73.0,774.0,41.0,5.0,16.0,-2.0,10.0,810570000.0,-0.5,4.0,0.0
Slovakia,Italy,2010,3,2,5,34.0,777.0,82.0,64.0,18.0,19.0,6.0,0.0,130050000.0,28.6,0.0,5.0,1184.0,69.0,45.0,24.0,9.0,14.0,0.0,827000000.0,27.3,4.0,1.0,29.0,-407.0,13.0,19.0,-6.0,10.0,-8.0,-696950000.0,1.3000000000000007,-4.0,0.0
Paraguay,New Zealand,2010,0,0,0,31.0,820.0,52.0,54.0,17.0,18.0,14.0,0.0,123950000.0,28.4,0.0,78.0,410.0,28.0,40.0,8.0,11.0,4.0,0.0,16430000.0,27.8,0.0,0.0,-47.0,410.0,24.0,14.0,9.0,7.0,10.0,107520000.0,0.5999999999999979,0.0,0.0
Ivory Coast,Portugal,2010,0,0,0,27.0,856.0,96.0,41.0,26.0,9.0,13.0,0.0,370800000.0,26.6,0.0,3.0,1249.0,80.0,38.0,25.0,8.0,13.0,0.0,841000000.0,27.1,0.0,0.0,24.0,-393.0,16.0,3.0,1.0,1.0,0.0,-470200000.0,-0.5,0.0,0.0
Brazil,North Korea,2010,2,1,3,1.0,1611.0,114.0,37.0,38.0,5.0,11.0,0.0,932000000.0,27.8,5.0,105.0,285.0,89.0,44.0,21.0,15.0,19.0,0.0,6900000.0,25.3,0.0,0.0,-104.0,1326.0,25.0,-7.0,17.0,-10.0,-8.0,925100000.0,2.5,5.0,0.0
Brazil,Ivory Coast,2010,3,1,4,1.0,1611.0,114.0,37.0,38.0,5.0,11.0,0.0,932000000.0,27.8,5.0,27.0,856.0,96.0,41.0,26.0,9.0,13.0,0.0,370800000.0,26.6,0.0,0.0,-26.0,755.0,18.0,-4.0,12.0,-4.0,-2.0,561200000.0,1.1999999999999993,5.0,0.0
Portugal,North Korea,2010,7,0,7,3.0,1249.0,80.0,38.0,25.0,8.0,13.0,0.0,841000000.0,27.1,0.0,105.0,285.0,89.0,44.0,21.0,15.0,19.0,0.0,6900000.0,25.3,0.0,0.0,-102.0,964.0,-9.0,-6.0,4.0,-7.0,-6.0,834100000.0,1.8000000000000007,0.0,0.0
Portugal,Brazil,2010,0,0,0,3.0,1249.0,80.0,38.0,25.0,8.0,13.0,0.0,841000000.0,27.1,0.0,1.0,1611.0,114.0,37.0,38.0,5.0,11.0,0.0,932000000.0,27.8,5.0,0.0,2.0,-362.0,-34.0,1.0,-13.0,3.0,2.0,-91000000.0,-0.6999999999999993,-5.0,0.0
North Korea,Ivory Coast,2010,0,3,3,105.0,285.0,89.0,44.0,21.0,15.0,19.0,0.0,6900000.0,25.3,0.0,27.0,856.0,96.0,41.0,26.0,9.0,13.0,0.0,370800000.0,26.6,0.0,0.0,78.0,-571.0,-7.0,3.0,-5.0,6.0,6.0,-363900000.0,-1.3000000000000007,0.0,0.0
Honduras,Chile,2010,0,1,1,38.0,734.0,110.0,63.0,37.0,19.0,8.0,0.0,15500000.0,28.1,0.0,18.0,888.0,79.0,65.0,31.0,17.0,11.0,0.0,80300000.0,25.3,0.0,0.0,20.0,-154.0,31.0,-2.0,6.0,2.0,-3.0,-64800000.0,2.8000000000000007,0.0,0.0
Spain,Switzerland,2010,0,1,1,2.0,1565.0,121.0,31.0,46.0,4.0,4.0,0.0,1150000000.0,27.2,0.0,24.0,866.0,58.0,45.0,18.0,15.0,7.0,0.0,251000000.0,27.5,0.0,1.0,-22.0,699.0,63.0,-14.0,28.0,-11.0,-3.0,899000000.0,-0.3000000000000007,0.0,0.0
Chile,Switzerland,2010,1,0,1,18.0,888.0,79.0,65.0,31.0,17.0,11.0,0.0,80300000.0,25.3,0.0,24.0,866.0,58.0,45.0,18.0,15.0,7.0,0.0,251000000.0,27.5,0.0,0.0,-6.0,22.0,21.0,20.0,13.0,2.0,4.0,-170700000.0,-2.1999999999999993,0.0,0.0
Spain,Honduras,2010,2,0,2,2.0,1565.0,121.0,31.0,46.0,4.0,4.0,0.0,1150000000.0,27.2,0.0,38.0,734.0,110.0,63.0,37.0,19.0,8.0,0.0,15500000.0,28.1,0.0,0.0,-36.0,831.0,11.0,-32.0,9.0,-15.0,-4.0,1134500000.0,-0.9000000000000021,0.0,0.0
Chile,Spain,2010,1,2,3,18.0,888.0,79.0,65.0,31.0,17.0,11.0,0.0,80300000.0,25.3,0.0,2.0,1565.0,121.0,31.0,46.0,4.0,4.0,0.0,1150000000.0,27.2,0.0,0.0,16.0,-677.0,-42.0,34.0,-15.0,13.0,7.0,-1069700000.0,-1.8999999999999986,0.0,0.0
Switzerland,Honduras,2010,0,0,0,24.0,866.0,58.0,45.0,18.0,15.0,7.0,0.0,251000000.0,27.5,0.0,38.0,734.0,110.0,63.0,37.0,19.0,8.0,0.0,15500000.0,28.1,0.0,0.0,-14.0,132.0,-52.0,-18.0,-19.0,-4.0,-1.0,235500000.0,-0.6000000000000014,0.0,0.0
Brazil,Chile,2014,1,1,2,3.0,1242.0,125.0,38.0,37.0,8.0,10.0,1.0,468000000.0,28.36,0.0,14.0,1026.0,84.0,58.0,24.0,15.0,9.0,0.0,139000000.0,28.0,0.0,1.0,-11.0,216.0,41.0,-20.0,13.0,-7.0,1.0,329000000.0,0.35999999999999943,0.0,1.0
Colombia,Uruguay,2014,2,0,2,8.0,1137.0,58.0,25.0,22.0,8.0,11.0,0.0,191000000.0,27.47,0.0,7.0,1147.0,93.0,56.0,25.0,11.0,14.0,0.0,218000000.0,28.55,0.0,1.0,1.0,-10.0,-35.0,-31.0,-3.0,-3.0,-3.0,-27000000.0,-1.0800000000000018,0.0,0.0
Netherlands,Mexico,2014,2,1,3,15.0,981.0,106.0,39.0,27.0,8.0,11.0,0.0,208000000.0,26.47,0.0,20.0,882.0,109.0,58.0,34.0,17.0,13.0,0.0,97000000.0,27.26,0.0,0.0,-5.0,99.0,-3.0,-19.0,-7.0,-9.0,-2.0,111000000.0,-0.7900000000000027,0.0,0.0
Costa Rica,Greece,2014,1,1,2,28.0,762.0,79.0,69.0,24.0,23.0,20.0,0.0,30000000.0,27.43,0.0,12.0,1064.0,53.0,31.0,25.0,5.0,15.0,0.0,80000000.0,28.51,0.0,0.0,16.0,-302.0,26.0,38.0,-1.0,18.0,5.0,-50000000.0,-1.0800000000000018,0.0,0.0
France,Nigeria,2014,2,0,2,17.0,913.0,82.0,34.0,27.0,10.0,12.0,0.0,379000000.0,26.84,0.0,44.0,640.0,87.0,46.0,24.0,9.0,19.0,0.0,84000000.0,25.81,0.0,0.0,-27.0,273.0,-5.0,-12.0,3.0,1.0,-7.0,295000000.0,1.0300000000000011,0.0,0.0
Germany,Algeria,2014,2,1,3,2.0,1300.0,127.0,60.0,32.0,6.0,11.0,0.0,526000000.0,26.19,0.0,22.0,858.0,49.0,29.0,19.0,8.0,6.0,0.0,57000000.0,26.6,0.0,0.0,-20.0,442.0,78.0,31.0,13.0,-2.0,5.0,469000000.0,-0.41000000000000014,0.0,0.0
Argentina,Switzerland,2014,1,0,1,5.0,1175.0,98.0,46.0,29.0,7.0,15.0,0.0,392000000.0,28.92,0.0,6.0,1149.0,54.0,33.0,19.0,6.0,11.0,0.0,178000000.0,26.07,0.0,0.0,-1.0,26.0,44.0,13.0,10.0,1.0,4.0,214000000.0,2.8500000000000014,0.0,0.0
Belgium,United States,2014,2,1,3,11.0,1074.0,71.0,41.0,21.0,8.0,12.0,0.0,348000000.0,25.96,0.0,13.0,1035.0,93.0,64.0,34.0,16.0,11.0,0.0,58000000.0,27.81,0.0,0.0,-2.0,39.0,-22.0,-23.0,-13.0,-8.0,1.0,290000000.0,-1.8499999999999979,0.0,0.0
France,Germany,2014,0,1,1,17.0,913.0,82.0,34.0,27.0,10.0,12.0,0.0,379000000.0,26.84,0.0,2.0,1300.0,127.0,60.0,32.0,6.0,11.0,0.0,526000000.0,26.19,0.0,1.0,15.0,-387.0,-45.0,-26.0,-5.0,4.0,1.0,-147000000.0,0.6499999999999986,0.0,0.0
Brazil,Colombia,2014,2,1,3,3.0,1242.0,125.0,38.0,37.0,8.0,10.0,1.0,468000000.0,28.36,0.0,8.0,1137.0,58.0,25.0,22.0,8.0,11.0,0.0,191000000.0,27.47,0.0,1.0,-5.0,105.0,67.0,13.0,15.0,0.0,-1.0,277000000.0,0.8900000000000006,0.0,1.0
Argentina,Belgium,2014,1,0,1,5.0,1175.0,98.0,46.0,29.0,7.0,15.0,0.0,392000000.0,28.92,0.0,11.0,1074.0,71.0,41.0,21.0,8.0,12.0,0.0,348000000.0,25.96,0.0,0.0,-6.0,101.0,27.0,5.0,8.0,-1.0,3.0,44000000.0,2.960000000000001,0.0,0.0
Netherlands,Costa Rica,2014,0,0,0,15.0,981.0,106.0,39.0,27.0,8.0,11.0,0.0,208000000.0,26.47,0.0,28.0,762.0,79.0,69.0,24.0,23.0,20.0,0.0,30000000.0,27.43,0.0,0.0,-13.0,219.0,27.0,-30.0,3.0,-15.0,-9.0,178000000.0,-0.9600000000000009,0.0,0.0
Brazil,Germany,2014,1,7,8,3.0,1242.0,125.0,38.0,37.0,8.0,10.0,1.0,468000000.0,28.36,0.0,2.0,1300.0,127.0,60.0,32.0,6.0,11.0,0.0,526000000.0,26.19,0.0,0.0,1.0,-58.0,-2.0,-22.0,5.0,2.0,-1.0,-58000000.0,2.169999999999998,0.0,1.0
Netherlands,Argentina,2014,0,0,0,15.0,981.0,106.0,39.0,27.0,8.0,11.0,0.0,208000000.0,26.47,0.0,5.0,1175.0,98.0,46.0,29.0,7.0,15.0,0.0,392000000.0,28.92,0.0,0.0,10.0,-194.0,8.0,-7.0,-2.0,1.0,-4.0,-184000000.0,-2.450000000000003,0.0,0.0
Brazil,Netherlands,2014,0,3,3,3.0,1242.0,125.0,38.0,37.0,8.0,10.0,1.0,468000000.0,28.36,0.0,15.0,981.0,106.0,39.0,27.0,8.0,11.0,0.0,208000000.0,26.47,0.0,0.0,-12.0,261.0,19.0,-1.0,10.0,0.0,-1.0,260000000.0,1.8900000000000006,0.0,1.0
Germany,Argentina,2014,1,0,1,2.0,1300.0,127.0,60.0,32.0,6.0,11.0,0.0,526000000.0,26.19,0.0,5.0,1175.0,98.0,46.0,29.0,7.0,15.0,0.0,392000000.0,28.92,0.0,0.0,-3.0,125.0,29.0,14.0,3.0,-1.0,-4.0,134000000.0,-2.7300000000000004,0.0,0.0
Brazil,Croatia,2014,3,1,4,3.0,1242.0,125.0,38.0,37.0,8.0,10.0,1.0,468000000.0,28.36,0.0,18.0,903.0,67.0,39.0,23.0,9.0,11.0,0.0,197000000.0,27.36,0.0,0.0,-15.0,339.0,58.0,-1.0,14.0,-1.0,-1.0,271000000.0,1.0,0.0,1.0
Mexico,Cameroon,2014,1,0,1,20.0,882.0,109.0,58.0,34.0,17.0,13.0,0.0,97000000.0,27.26,0.0,56.0,558.0,61.0,37.0,20.0,8.0,14.0,0.0,117000000.0,26.6,0.0,0.0,-36.0,324.0,48.0,21.0,14.0,9.0,-1.0,-20000000.0,0.6600000000000001,0.0,0.0
Brazil,Mexico,2014,0,0,0,3.0,1242.0,125.0,38.0,37.0,8.0,10.0,1.0,468000000.0,28.36,0.0,20.0,882.0,109.0,58.0,34.0,17.0,13.0,0.0,97000000.0,27.26,0.0,0.0,-17.0,360.0,16.0,-20.0,3.0,-9.0,-3.0,371000000.0,1.0999999999999979,0.0,1.0
Cameroon,Croatia,2014,0,4,4,56.0,558.0,61.0,37.0,20.0,8.0,14.0,0.0,117000000.0,26.6,0.0,18.0,903.0,67.0,39.0,23.0,9.0,11.0,0.0,197000000.0,27.36,0.0,0.0,38.0,-345.0,-6.0,-2.0,-3.0,-1.0,3.0,-80000000.0,-0.759999999999998,0.0,0.0
Cameroon,Brazil,2014,1,4,5,56.0,558.0,61.0,37.0,20.0,8.0,14.0,0.0,117000000.0,26.6,0.0,3.0,1242.0,125.0,38.0,37.0,8.0,10.0,1.0,468000000.0,28.36,0.0,0.0,53.0,-684.0,-64.0,-1.0,-17.0,0.0,4.0,-351000000.0,-1.759999999999998,0.0,-1.0
Croatia,Mexico,2014,1,3,4,18.0,903.0,67.0,39.0,23.0,9.0,11.0,0.0,197000000.0,27.36,0.0,20.0,882.0,109.0,58.0,34.0,17.0,13.0,0.0,97000000.0,27.26,0.0,0.0,-2.0,21.0,-42.0,-19.0,-11.0,-8.0,-2.0,100000000.0,0.09999999999999787,0.0,0.0
Spain,Netherlands,2014,1,5,6,1.0,1485.0,125.0,39.0,40.0,6.0,8.0,0.0,622000000.0,28.25,0.0,15.0,981.0,106.0,39.0,27.0,8.0,11.0,0.0,208000000.0,26.47,0.0,1.0,-14.0,504.0,19.0,0.0,13.0,-2.0,-3.0,414000000.0,1.7800000000000011,0.0,0.0
Chile,Australia,2014,3,1,4,14.0,1026.0,84.0,58.0,24.0,15.0,9.0,0.0,139000000.0,28.0,0.0,62.0,526.0,93.0,57.0,25.0,14.0,11.0,0.0,21000000.0,26.36,0.0,0.0,-48.0,500.0,-9.0,1.0,-1.0,1.0,-2.0,118000000.0,1.6400000000000006,0.0,0.0
Australia,Netherlands,2014,2,3,5,62.0,526.0,93.0,57.0,25.0,14.0,11.0,0.0,21000000.0,26.36,0.0,15.0,981.0,106.0,39.0,27.0,8.0,11.0,0.0,208000000.0,26.47,0.0,0.0,47.0,-455.0,-13.0,18.0,-2.0,6.0,0.0,-187000000.0,-0.10999999999999943,0.0,0.0
Spain,Chile,2014,0,2,2,1.0,1485.0,125.0,39.0,40.0,6.0,8.0,0.0,622000000.0,28.25,0.0,14.0,1026.0,84.0,58.0,24.0,15.0,9.0,0.0,139000000.0,28.0,0.0,0.0,-13.0,459.0,41.0,-19.0,16.0,-9.0,-1.0,483000000.0,0.25,0.0,0.0
Australia,Spain,2014,0,3,3,62.0,526.0,93.0,57.0,25.0,14.0,11.0,0.0,21000000.0,26.36,0.0,1.0,1485.0,125.0,39.0,40.0,6.0,8.0,0.0,622000000.0,28.25,0.0,0.0,61.0,-959.0,-32.0,18.0,-15.0,8.0,3.0,-601000000.0,-1.8900000000000006,0.0,0.0
